fifa_version,short_name,player_positions,overall,pace,shooting,passing,dribbling,defending,physic,club_name,nationality_name
24.0,S. Fofana,CM,82,71.0,77.0,76.0,80.0,73.0,86.0,Al Nassr,Côte d'Ivoire
24.0,J. Ledesma,GK,82,,,,,,,Cádiz,Argentina
24.0,M. Zaccagni,LW,82,87.0,77.0,74.0,88.0,57.0,67.0,Lazio,Italy
24.0,I. Provedel,GK,82,,,,,,,Lazio,Italy
24.0,F. Mendy,LB,82,92.0,64.0,76.0,77.0,77.0,86.0,Real Madrid,France
24.0,Lucas Mantela,GK,82,,,,,,,Palmeiras,Brazil
24.0,Josué Chiamulera,CB,82,78.0,43.0,56.0,64.0,84.0,79.0,Athletico Paranaense,Brazil
24.0,Javi Galán,"LB, LWB",82,81.0,56.0,77.0,83.0,79.0,72.0,Atlético Madrid,Spain
24.0,Isi Palazón,RM,82,84.0,79.0,79.0,82.0,39.0,64.0,Rayo Vallecano,Spain
24.0,É. Mendy,GK,82,,,,,,,Al Ahli Jeddah,Senegal
24.0,M. Taremi,"ST, CF",82,78.0,81.0,76.0,81.0,38.0,74.0,Porto,Iran
24.0,Balde,"LB, RB",81,91.0,48.0,73.0,78.0,75.0,64.0,FC Barcelona,Spain
24.0,I. Konaté,CB,81,77.0,34.0,57.0,68.0,82.0,82.0,Liverpool,France
24.0,João Félix,"CF, ST, LW",81,81.0,79.0,78.0,85.0,40.0,67.0,FC Barcelona,Portugal
24.0,Sancet,"CAM, CM, ST",81,73.0,77.0,77.0,82.0,61.0,73.0,Athletic Club,Spain
24.0,Antony,"RW, RM",81,83.0,76.0,74.0,87.0,46.0,73.0,Manchester United,Brazil
24.0,A. Isak,"ST, LW",81,83.0,81.0,72.0,84.0,39.0,72.0,Newcastle United,Sweden
24.0,S. Chukwueze,"RW, RM",81,89.0,75.0,74.0,84.0,36.0,63.0,Milan,Nigeria
24.0,M. Ugarte,"CDM, CM",81,72.0,64.0,73.0,77.0,77.0,80.0,Paris Saint Germain,Uruguay
24.0,E. Tapsoba,CB,81,75.0,54.0,65.0,70.0,82.0,79.0,Bayer 04 Leverkusen,Burkina Faso
24.0,D. Kulusevski,RW,81,76.0,77.0,80.0,84.0,56.0,75.0,Tottenham Hotspur,Sweden
24.0,D. Calabria,"RB, RWB",81,79.0,57.0,71.0,77.0,79.0,73.0,Milan,Italy
24.0,B. Chilwell,"LB, LWB",81,74.0,60.0,78.0,78.0,77.0,73.0,Chelsea,England
24.0,M. Mount,"CAM, RW, CM",81,72.0,79.0,82.0,80.0,56.0,67.0,Manchester United,England
24.0,X. Schlager,"CDM, CM",81,74.0,70.0,74.0,78.0,75.0,80.0,RB Leipzig,Austria
24.0,Lucas Paquetá,"CAM, CM",81,72.0,77.0,79.0,84.0,69.0,76.0,West Ham United,Brazil
24.0,I. Sangaré,"CDM, CM",81,66.0,66.0,74.0,75.0,81.0,86.0,Nottingham Forest,Côte d'Ivoire
24.0,E. Álvarez,"CDM, CB",81,68.0,58.0,68.0,70.0,82.0,87.0,West Ham United,Mexico
24.0,N. González,"RW, LW",81,87.0,76.0,73.0,83.0,45.0,64.0,Fiorentina,Argentina
24.0,Pedro Porro,"RB, RWB",81,82.0,73.0,77.0,81.0,74.0,77.0,Tottenham Hotspur,Spain
24.0,J. David,ST,81,82.0,81.0,71.0,78.0,34.0,75.0,Lille,Canada
24.0,B. Samba,GK,81,,,,,,,Lens,France
24.0,Kepa,GK,81,,,,,,,Real Madrid,Spain
24.0,O. Vlachodimos,GK,81,,,,,,,Nottingham Forest,Greece
24.0,A. Lookman,"ST, RM, RW",81,86.0,81.0,69.0,85.0,30.0,67.0,Atalanta,Nigeria
24.0,Beto,ST,81,86.0,79.0,59.0,75.0,25.0,84.0,Everton,Portugal
24.0,B. Cristante,"CDM, CM",81,53.0,73.0,78.0,75.0,78.0,82.0,Roma,Italy
24.0,N. Aké,"CB, LB",81,75.0,53.0,72.0,74.0,82.0,77.0,Manchester City,Netherlands
24.0,J. Tah,CB,81,67.0,37.0,59.0,61.0,81.0,85.0,Bayer 04 Leverkusen,Germany
24.0,A. Saint-Maximin,"LM, LW",81,89.0,73.0,73.0,88.0,29.0,68.0,Al Ahli Jeddah,France
24.0,Malcom,RM,81,83.0,79.0,78.0,84.0,28.0,66.0,Al Hilal,Brazil
24.0,E. Skhiri,"CDM, CM",81,63.0,73.0,74.0,76.0,80.0,76.0,Eintracht Frankfurt,Tunisia
24.0,G. Lo Celso,"CAM, ST",81,70.0,75.0,83.0,84.0,68.0,73.0,Tottenham Hotspur,Argentina
24.0,Yeray,CB,81,64.0,49.0,68.0,65.0,83.0,76.0,Athletic Club,Spain
24.0,D. Kamada,"CAM, CM, CF",81,79.0,73.0,80.0,83.0,54.0,64.0,Lazio,Japan
24.0,D. Dumfries,"RWB, RM",81,83.0,63.0,70.0,73.0,78.0,89.0,Inter,Netherlands
24.0,Brais Méndez,"CM, CAM, RM",81,71.0,80.0,82.0,81.0,65.0,73.0,Real Sociedad,Spain
24.0,A. Danjuma,"ST, LM",81,86.0,81.0,76.0,83.0,44.0,67.0,Everton,Netherlands
24.0,M. Terrier,"LM, ST",81,84.0,82.0,75.0,79.0,36.0,72.0,Rennes,France
24.0,A. Al Musrati,"CDM, CM",81,62.0,66.0,71.0,71.0,80.0,84.0,Sporting Braga,Libya
24.0,Pepe,CB,81,75.0,51.0,60.0,61.0,81.0,87.0,Porto,Portugal
24.0,G. Ochoa,GK,81,,,,,,,Salernitana,Mexico
24.0,Raúl Albiol,CB,81,36.0,41.0,62.0,63.0,85.0,68.0,Villarreal,Spain
24.0,K. Schmeichel,GK,81,,,,,,,Anderlecht,Denmark
24.0,I. Rakitić,"CM, CDM",81,50.0,79.0,84.0,78.0,74.0,70.0,Sevilla,Croatia
24.0,D. Mertens,"CF, CAM",81,76.0,80.0,80.0,83.0,40.0,49.0,Galatasaray,Belgium
24.0,Rui Patrício,GK,81,,,,,,,Roma,Portugal
24.0,E. Capoue,"CM, CDM",81,50.0,75.0,78.0,75.0,79.0,78.0,Villarreal,France
24.0,S. Kjær,CB,81,59.0,54.0,64.0,60.0,83.0,76.0,Milan,Denmark
24.0,T. Alderweireld,CB,81,54.0,61.0,74.0,67.0,83.0,79.0,Antwerp,Belgium
24.0,A. Sánchez,ST,81,71.0,83.0,80.0,85.0,48.0,66.0,Inter,Chile
24.0,Muniain,"CAM, LM",81,80.0,74.0,81.0,85.0,51.0,60.0,Athletic Club,Spain
24.0,L. Hrádecký,GK,81,,,,,,,Bayer 04 Leverkusen,Finland
24.0,N. Matić,"CDM, CM",81,34.0,67.0,77.0,77.0,79.0,78.0,Rennes,Serbia
24.0,B. Leno,GK,81,,,,,,,Fulham,Germany
24.0,H. Mkhitaryan,"CAM, CM",81,78.0,79.0,79.0,83.0,56.0,72.0,Inter,Armenia
24.0,S. Coates,CB,81,66.0,49.0,55.0,62.0,82.0,88.0,Sporting CP,Uruguay
24.0,L. Insigne,"LW, CF, LM",81,80.0,78.0,81.0,86.0,36.0,44.0,Toronto,Italy
24.0,W. Zaha,"LW, CF, LM",81,90.0,78.0,72.0,85.0,37.0,76.0,Galatasaray,Côte d'Ivoire
24.0,Danilo,"CB, RB",81,73.0,67.0,74.0,74.0,83.0,78.0,Juventus,Brazil
24.0,L. Dunk,CB,81,45.0,51.0,66.0,66.0,82.0,80.0,Brighton & Hove Albion,England
24.0,S. Berghuis,"CAM, CM, RW",81,77.0,82.0,82.0,81.0,40.0,69.0,Ajax,Netherlands
24.0,Danilo Pereira,"CDM, CB",81,50.0,63.0,70.0,71.0,80.0,86.0,Paris Saint Germain,Portugal
24.0,G. Kondogbia,"CM, CDM",81,69.0,75.0,76.0,76.0,81.0,89.0,Olympique de Marseille,Central African Republic
24.0,Felipe Anderson,"RW, ST",81,87.0,78.0,77.0,85.0,63.0,73.0,Lazio,Brazil
24.0,Mário Rui,LB,81,81.0,57.0,77.0,80.0,76.0,68.0,Napoli,Portugal
24.0,A. Milik,ST,81,59.0,83.0,72.0,78.0,40.0,74.0,Juventus,Poland
24.0,M. Arnold,"CDM, CM",81,66.0,79.0,79.0,78.0,76.0,75.0,VfL Wolfsburg,Germany
24.0,L. Trossard,"CF, LW",81,81.0,80.0,78.0,84.0,30.0,61.0,Arsenal,Belgium
24.0,William Carvalho,"CDM, CAM",81,45.0,68.0,78.0,76.0,76.0,84.0,Real Betis,Portugal
24.0,Lucas Vázquez,"RB, RW",81,81.0,73.0,80.0,80.0,73.0,69.0,Real Madrid,Spain
24.0,Fred,"CM, CDM",81,75.0,69.0,79.0,81.0,76.0,70.0,Fenerbahçe,Brazil
24.0,G. Laborde,ST,81,72.0,81.0,76.0,79.0,40.0,79.0,Nice,France
24.0,Rui Silva,GK,81,,,,,,,Real Betis,Portugal
24.0,Anderson Talisca,"CF, ST, CAM",81,79.0,84.0,76.0,81.0,52.0,73.0,Al Nassr,Brazil
24.0,B. Bourigeaud,"CM, RM, RW",81,73.0,77.0,82.0,81.0,67.0,76.0,Rennes,France
24.0,G. Rulli,GK,81,,,,,,,Ajax,Argentina
24.0,D. Zapata,ST,81,75.0,80.0,63.0,77.0,35.0,85.0,Torino,Colombia
24.0,Iñaki Williams,"RM, ST",81,94.0,78.0,71.0,79.0,43.0,84.0,Athletic Club,Ghana
24.0,A. Kramarić,"CF, CM, CAM",81,72.0,81.0,76.0,82.0,32.0,74.0,TSG Hoffenheim,Croatia
24.0,M. Politano,"RW, RM",81,83.0,77.0,78.0,84.0,42.0,55.0,Napoli,Italy
24.0,Diego Carlos,CB,81,67.0,47.0,63.0,67.0,81.0,77.0,Aston Villa,Brazil
24.0,H. Lozano,RW,81,93.0,76.0,72.0,82.0,41.0,61.0,PSV,Mexico
24.0,Fabián Ruiz,"CM, CDM",81,55.0,78.0,79.0,80.0,74.0,72.0,Paris Saint Germain,Spain
24.0,Adryan Zonta,"LWB, LB",81,93.0,66.0,75.0,76.0,72.0,77.0,Bragantino,Brazil
24.0,Rosival Dourado,"CDM, CM, CAM",81,77.0,57.0,74.0,77.0,82.0,69.0,Corinthians,Brazil
24.0,Adriano Bisesi,"ST, CF",81,78.0,84.0,62.0,72.0,33.0,72.0,Bragantino,Brazil
24.0,Welington Dano,"LB, LM, LW",81,79.0,54.0,76.0,79.0,75.0,74.0,Atlético Mineiro,Brazil
24.0,Nailton Suzuki,"CAM, CF, ST",81,82.0,73.0,77.0,82.0,52.0,71.0,Atlético Mineiro,Brazil
24.0,Oswaldinato,ST,81,76.0,81.0,67.0,77.0,20.0,79.0,Flamengo,Brazil
24.0,M. Almirón,"RW, RM",81,87.0,77.0,75.0,81.0,56.0,64.0,Newcastle United,Paraguay
24.0,Reinildo,"LB, CB",81,84.0,55.0,68.0,75.0,80.0,79.0,Atlético Madrid,Mozambique
24.0,J. Clauss,"RWB, RM, RB",81,83.0,69.0,76.0,78.0,70.0,70.0,Olympique de Marseille,France
24.0,A. Rrahmani,CB,81,63.0,51.0,58.0,62.0,83.0,80.0,Napoli,Kosovo
24.0,K. Adeyemi,"LM, RM, ST",80,96.0,77.0,71.0,81.0,34.0,68.0,Borussia Dortmund,Germany
24.0,Gonçalo Ramos,ST,80,77.0,78.0,65.0,77.0,47.0,82.0,Paris Saint Germain,Portugal
24.0,Arnau Martínez,"RB, RWB",80,79.0,50.0,72.0,76.0,76.0,70.0,Girona,Spain
24.0,T. Kubo,"RW, ST, CAM",80,84.0,75.0,76.0,83.0,40.0,60.0,Real Sociedad,Japan
24.0,D. Frattesi,CM,80,79.0,71.0,78.0,81.0,68.0,70.0,Inter,Italy
24.0,E. Elmas,"CAM, CM, LW",80,75.0,73.0,76.0,84.0,66.0,69.0,Napoli,North Macedonia
24.0,J. Álvarez,"ST, CF, CAM",80,79.0,81.0,76.0,83.0,55.0,76.0,Manchester City,Argentina
24.0,G. Mamardashvili,GK,80,,,,,,,Valencia,Georgia
24.0,Brahim,"CAM, CF, RW",80,81.0,71.0,77.0,83.0,30.0,49.0,Real Madrid,Spain
24.0,Florentino,"CDM, CM",80,58.0,47.0,67.0,73.0,79.0,78.0,Benfica,Portugal
24.0,M. Edwards,"RW, LW, ST",80,85.0,73.0,71.0,86.0,33.0,48.0,Sporting CP,England
24.0,B. Kamara,"CDM, CM",80,68.0,54.0,72.0,73.0,80.0,79.0,Aston Villa,France
24.0,J. Foyth,"RB, CB, CDM",80,71.0,46.0,71.0,72.0,81.0,77.0,Villarreal,Argentina
24.0,Zubimendi,"CDM, CM",80,64.0,65.0,74.0,75.0,78.0,71.0,Real Sociedad,Spain
24.0,M. Caicedo,"CDM, CM",80,74.0,63.0,72.0,77.0,77.0,74.0,Chelsea,Ecuador
24.0,T. Abraham,ST,80,81.0,76.0,66.0,77.0,36.0,80.0,Roma,England
24.0,E. Palacios,"CM, CDM, CAM",80,64.0,74.0,77.0,79.0,79.0,73.0,Bayer 04 Leverkusen,Argentina
24.0,Zubeldia,CB,80,72.0,63.0,74.0,73.0,80.0,81.0,Real Sociedad,Spain
24.0,Diogo Dalot,RB,80,81.0,61.0,76.0,78.0,75.0,79.0,Manchester United,Portugal
24.0,Fran Beltrán,"CDM, CM",80,58.0,56.0,78.0,77.0,78.0,66.0,Celta de Vigo,Spain
24.0,Luiz Felipe,CB,80,72.0,29.0,61.0,68.0,81.0,74.0,Al Ittihad,Italy
24.0,F. Medina,CB,80,71.0,36.0,69.0,70.0,80.0,78.0,Lens,Argentina
24.0,K. Danso,CB,80,78.0,32.0,55.0,62.0,79.0,85.0,Lens,Austria
24.0,N. Zaniolo,"RM, CF",80,83.0,78.0,72.0,81.0,51.0,86.0,Aston Villa,Italy
24.0,A. Laurienté,"LW, RW, ST",80,84.0,76.0,75.0,82.0,35.0,47.0,Sassuolo,France
24.0,Y. Fofana,"CDM, CM",80,69.0,67.0,74.0,77.0,78.0,79.0,Monaco,France
24.0,Arthur Cabral,ST,80,74.0,79.0,64.0,76.0,32.0,80.0,Benfica,Brazil
24.0,D. Hancko,"CB, LB",80,79.0,64.0,72.0,74.0,80.0,81.0,Feyenoord,Slovakia
24.0,Ibañez,CB,80,85.0,32.0,45.0,60.0,82.0,81.0,Al Ahli Jeddah,Brazil
24.0,Vitinha,CM,80,69.0,68.0,79.0,85.0,70.0,66.0,Paris Saint Germain,Portugal
24.0,S. Amrabat,"CDM, CM",80,68.0,71.0,77.0,79.0,74.0,80.0,Manchester United,Morocco
24.0,Aleix García,"CM, CDM",80,64.0,74.0,81.0,80.0,71.0,66.0,Girona,Spain
24.0,A. Wan-Bissaka,RB,80,83.0,50.0,68.0,77.0,77.0,71.0,Manchester United,England
24.0,B. White,"RB, CB",80,72.0,30.0,70.0,74.0,82.0,77.0,Arsenal,England
24.0,Richarlison,"ST, LW, RW",80,77.0,79.0,72.0,82.0,53.0,78.0,Tottenham Hotspur,Brazil
24.0,H. Barnes,"LW, LM",80,85.0,77.0,75.0,81.0,43.0,69.0,Newcastle United,England
24.0,T. Koopmeiners,"CM, CDM",80,68.0,75.0,80.0,76.0,76.0,77.0,Atalanta,Netherlands
24.0,David Raya,GK,80,,,,,,,Arsenal,Spain
24.0,Pau López,GK,80,,,,,,,Olympique de Marseille,Spain
24.0,K. Tierney,LB,80,80.0,60.0,75.0,78.0,76.0,75.0,Real Sociedad,Scotland
24.0,O. Zinchenko,LB,80,66.0,66.0,83.0,83.0,78.0,69.0,Arsenal,Ukraine
24.0,P. Estupiñán,LB,80,77.0,47.0,71.0,76.0,77.0,75.0,Brighton & Hove Albion,Ecuador
24.0,C. Mbemba,CB,80,73.0,55.0,65.0,67.0,80.0,81.0,Olympique de Marseille,Congo DR
24.0,A. Martial,ST,80,80.0,78.0,73.0,84.0,35.0,66.0,Manchester United,France
24.0,V. Lindelöf,CB,80,59.0,51.0,73.0,72.0,81.0,76.0,Manchester United,Sweden
24.0,O. Watkins,ST,80,84.0,79.0,68.0,76.0,46.0,75.0,Aston Villa,England
24.0,J. Weigl,CDM,80,56.0,64.0,77.0,76.0,76.0,74.0,Borussia Mönchengladbach,Germany
24.0,J. Omlin,GK,80,,,,,,,Borussia Mönchengladbach,Switzerland
24.0,E. Buendía,"RM, CAM",80,69.0,74.0,81.0,83.0,66.0,71.0,Aston Villa,Argentina
24.0,Aritz Elustondo,"CB, RB",80,64.0,39.0,64.0,61.0,80.0,77.0,Real Sociedad,Spain
24.0,André Silva,ST,80,74.0,80.0,70.0,81.0,46.0,77.0,Real Sociedad,Portugal
24.0,M. Arambarri,"CDM, CM",80,62.0,65.0,74.0,76.0,79.0,78.0,Getafe,Uruguay
24.0,David Neres,"RM, RW, CAM",80,86.0,75.0,75.0,86.0,43.0,64.0,Benfica,Brazil
24.0,Pepê,"RM, LM, RB",80,86.0,68.0,71.0,83.0,62.0,60.0,Porto,Brazil
24.0,K. Mitoma,LM,80,84.0,73.0,74.0,85.0,57.0,65.0,Brighton & Hove Albion,Japan
24.0,G. Chiellini,CB,80,64.0,46.0,60.0,58.0,81.0,82.0,Los Angeles FC,Italy
24.0,Jesús Navas,"RB, RM",80,82.0,68.0,79.0,80.0,76.0,55.0,Sevilla,Spain
24.0,C. Vela,"RW, LW, ST",80,77.0,79.0,77.0,82.0,29.0,63.0,Los Angeles FC,Mexico
24.0,E. Lamela,"RW, CAM",80,79.0,77.0,78.0,83.0,54.0,69.0,Sevilla,Argentina
24.0,S. Mignolet,GK,80,,,,,,,Club Brugge,Belgium
24.0,C. Bravo,GK,80,,,,,,,Real Betis,Chile
24.0,D. Ospina,GK,80,,,,,,,Al Nassr,Colombia
24.0,Adán,GK,80,,,,,,,Sporting CP,Spain
24.0,G. Wijnaldum,"CM, CDM",80,68.0,72.0,77.0,80.0,77.0,74.0,Al Ettifaq,Netherlands
24.0,F. Muslera,GK,80,,,,,,,Galatasaray,Uruguay
24.0,J. Henderson,"CM, CDM",80,61.0,73.0,80.0,77.0,76.0,78.0,Al Ettifaq,England
24.0,M. Arnautović,ST,80,74.0,79.0,78.0,79.0,44.0,80.0,Inter,Austria
24.0,L. Bonucci,CB,80,47.0,59.0,70.0,71.0,82.0,75.0,FC Union Berlin,Italy
24.0,M. Darmian,"CB, RWB, RM",80,71.0,59.0,73.0,76.0,83.0,71.0,Inter,Italy
24.0,Rafael Tolói,CB,80,67.0,52.0,59.0,65.0,82.0,82.0,Atalanta,Italy
24.0,P. Aubameyang,ST,80,83.0,81.0,72.0,77.0,35.0,64.0,Olympique de Marseille,Gabon
24.0,F. Coquelin,"CM, LM, RM",80,67.0,68.0,78.0,79.0,78.0,79.0,Villarreal,France
24.0,De Marcos,RB,80,79.0,64.0,75.0,75.0,77.0,79.0,Athletic Club,Spain
24.0,J. Cuadrado,"RM, RB, RW",80,88.0,73.0,78.0,84.0,74.0,68.0,Inter,Colombia
24.0,J. Corona,"RW, LW",80,81.0,65.0,79.0,86.0,73.0,67.0,,Mexico
24.0,N. Gudelj,"CB, CDM",80,55.0,73.0,78.0,70.0,79.0,85.0,Sevilla,Serbia
24.0,O. Baumann,GK,80,,,,,,,TSG Hoffenheim,Germany
24.0,J. Matip,CB,80,61.0,46.0,67.0,70.0,81.0,77.0,Liverpool,Cameroon
24.0,Isco,"CAM, LM, CM",80,62.0,72.0,80.0,83.0,59.0,56.0,Real Betis,Spain
24.0,Jonathan Viera,"CAM, CM, LM",80,80.0,74.0,79.0,80.0,63.0,72.0,Las Palmas,Spain
24.0,Sergi Roberto,"RB, CM",80,74.0,63.0,79.0,77.0,75.0,73.0,FC Barcelona,Spain
24.0,Oriol Romeu,"CDM, CM",80,43.0,54.0,69.0,67.0,79.0,82.0,FC Barcelona,Spain
24.0,C. Biraghi,LB,80,76.0,69.0,78.0,77.0,76.0,75.0,Fiorentina,Italy
24.0,M. Icardi,ST,80,67.0,81.0,69.0,73.0,40.0,72.0,Galatasaray,Argentina
24.0,J. Veretout,"CM, CDM",80,74.0,75.0,78.0,79.0,76.0,80.0,Olympique de Marseille,France
24.0,Deulofeu,"CF, ST",80,90.0,79.0,76.0,86.0,30.0,67.0,Udinese,Spain
24.0,Suso,"RW, CAM",80,72.0,76.0,80.0,83.0,32.0,51.0,Sevilla,Spain
24.0,L. Spinazzola,"LWB, LM",80,91.0,64.0,72.0,79.0,76.0,69.0,Roma,Italy
24.0,Edgar Badia,GK,80,,,,,,,Elche,Spain
24.0,M. Sabitzer,"CM, CAM, CDM",80,69.0,81.0,80.0,80.0,72.0,75.0,Borussia Dortmund,Austria
24.0,N. Füllkrug,ST,80,62.0,83.0,70.0,74.0,40.0,78.0,Borussia Dortmund,Germany
24.0,L. Ocampos,"RW, LW",80,79.0,80.0,77.0,81.0,62.0,83.0,Sevilla,Argentina
24.0,T. Savanier,"CAM, CM",80,62.0,75.0,83.0,82.0,68.0,70.0,Montpellier,France
24.0,Matheus,GK,80,,,,,,,Sporting Braga,Brazil
24.0,Saúl,"CM, LM, LWB",80,69.0,76.0,76.0,78.0,77.0,75.0,Atlético Madrid,Spain
24.0,E. Forsberg,"CAM, CF",80,65.0,73.0,82.0,82.0,36.0,61.0,RB Leipzig,Sweden
24.0,M. de Roon,"CDM, CM, CB",80,69.0,70.0,71.0,72.0,82.0,83.0,Atalanta,Netherlands
24.0,H. Ziyech,"RW, CAM",80,74.0,75.0,83.0,81.0,50.0,64.0,Galatasaray,Morocco
24.0,H. Mukhtar,"CF, ST, CAM",80,82.0,75.0,80.0,82.0,44.0,64.0,Nashville SC,Germany
24.0,N. Tagliafico,LB,80,79.0,56.0,72.0,75.0,78.0,80.0,Olympique Lyonnais,Argentina
24.0,Álex Moreno,LB,80,87.0,69.0,73.0,77.0,76.0,70.0,Aston Villa,Spain
24.0,H. Traoré,RB,80,82.0,57.0,72.0,76.0,75.0,78.0,Real Sociedad,Mali
24.0,M. Pašalić,"CAM, CF, CM",80,73.0,78.0,76.0,80.0,67.0,77.0,Atalanta,Croatia
24.0,V. Muriqi,ST,80,55.0,82.0,63.0,73.0,29.0,82.0,Mallorca,Kosovo
24.0,V. Rongier,"CDM, CM",80,68.0,65.0,75.0,78.0,76.0,80.0,Olympique de Marseille,France
24.0,David Soria,GK,80,,,,,,,Getafe,Spain
24.0,A. Marušić,"LB, RB",80,88.0,66.0,67.0,74.0,76.0,82.0,Lazio,Montenegro
24.0,R. Bensebaini,"LB, CB",80,77.0,70.0,72.0,77.0,79.0,79.0,Borussia Dortmund,Algeria
24.0,Joan Jordán,"CM, CDM",80,56.0,76.0,79.0,77.0,70.0,75.0,Sevilla,Spain
24.0,Álex Berenguer,"LM, RM",80,82.0,75.0,76.0,82.0,64.0,66.0,Athletic Club,Spain
24.0,M. Dmitrović,GK,80,,,,,,,Sevilla,Serbia
24.0,Nuno Santos,"LW, LWB",80,83.0,81.0,76.0,80.0,67.0,69.0,Sporting CP,Portugal
24.0,E. Ávila,"ST, RM, LM",80,78.0,81.0,65.0,78.0,45.0,85.0,Osasuna,Argentina
24.0,Maikel Catarino,"RB, RM",80,76.0,51.0,70.0,77.0,77.0,72.0,Corinthians,Brazil
24.0,Héniton Pires,GK,80,,,,,,,Flamengo,Brazil
24.0,Heberto Gaúcho,"CB, CDM",80,71.0,61.0,57.0,63.0,82.0,80.0,Atlético Mineiro,Brazil
24.0,Laure Santeiro,"CAM, LM, LW",80,80.0,72.0,77.0,82.0,26.0,45.0,Fluminense,Brazil
24.0,Tony Abranjes,CB,80,67.0,39.0,55.0,58.0,81.0,85.0,Internacional,Brazil
24.0,W. Endo,"CM, CDM",80,67.0,68.0,73.0,80.0,79.0,75.0,Liverpool,Japan
24.0,X. Simons,"CAM, LW, RW",79,87.0,73.0,76.0,83.0,61.0,74.0,RB Leipzig,Netherlands
24.0,T. Almada,"CAM, CM, CF",79,86.0,74.0,75.0,83.0,51.0,62.0,Atlanta United,Argentina
24.0,R. Gravenberch,CM,79,72.0,76.0,78.0,83.0,68.0,72.0,Liverpool,Netherlands
24.0,M. Carnesecchi,GK,79,,,,,,,Atalanta,Italy
24.0,Yeremy Pino,"LM, RM, ST",79,76.0,73.0,76.0,79.0,38.0,46.0,Villarreal,Spain
24.0,M. Simakan,"CB, RB",79,74.0,43.0,64.0,68.0,80.0,80.0,RB Leipzig,France
24.0,M. Kudus,"RW, CAM",79,90.0,74.0,71.0,84.0,59.0,75.0,West Ham United,Ghana
24.0,F. Balogun,ST,79,80.0,79.0,62.0,77.0,23.0,69.0,Monaco,United States
24.0,W. Fofana,CB,79,73.0,37.0,55.0,66.0,81.0,77.0,Chelsea,France
24.0,J. Timber,"CB, RB",79,78.0,47.0,67.0,77.0,80.0,80.0,Arsenal,Netherlands
24.0,G. Raspadori,"CF, ST, LW",79,81.0,78.0,68.0,81.0,27.0,59.0,Napoli,Italy
24.0,P. Hincapié,CB,79,82.0,40.0,64.0,72.0,79.0,77.0,Bayer 04 Leverkusen,Ecuador
24.0,Gonçalo Inácio,CB,79,80.0,36.0,61.0,61.0,80.0,78.0,Sporting CP,Portugal
24.0,L. Geertruida,"RB, CB, CDM",79,78.0,53.0,69.0,75.0,79.0,80.0,Feyenoord,Netherlands
24.0,P. Schuurs,CB,79,72.0,64.0,74.0,69.0,81.0,75.0,Torino,Netherlands
24.0,J. Šutalo,CB,79,77.0,32.0,61.0,72.0,80.0,79.0,Ajax,Croatia
24.0,Nico Williams,"RM, LM",79,93.0,73.0,72.0,83.0,33.0,60.0,Athletic Club,Spain
24.0,J. Gomez,"CB, RB",79,82.0,27.0,68.0,70.0,79.0,77.0,Liverpool,England
24.0,A. Disasi,CB,79,49.0,48.0,53.0,56.0,80.0,84.0,Chelsea,France
24.0,E. Eze,"CAM, CM, LW",79,77.0,76.0,77.0,82.0,49.0,68.0,Crystal Palace,England
24.0,V. Castellanos,ST,79,76.0,79.0,69.0,76.0,42.0,78.0,Lazio,Argentina
24.0,A. Gouiri,"ST, LM, LW",79,76.0,81.0,76.0,80.0,45.0,71.0,Rennes,France
24.0,C. Baumgartner,"CAM, CM, CF",79,75.0,73.0,74.0,81.0,45.0,59.0,RB Leipzig,Austria
24.0,J. Todibo,CB,79,74.0,47.0,63.0,67.0,80.0,78.0,Nice,France
24.0,K. Thuram,"CM, CDM",79,72.0,72.0,77.0,78.0,77.0,79.0,Nice,France
24.0,S. Boey,RB,79,86.0,55.0,65.0,75.0,76.0,84.0,Galatasaray,France
24.0,Vivian,CB,79,75.0,48.0,56.0,62.0,80.0,78.0,Athletic Club,Spain
24.0,Matheus Nunes,"CM, LM",79,83.0,71.0,74.0,81.0,73.0,77.0,Manchester City,Portugal
24.0,Carlos Augusto,LM,79,79.0,70.0,76.0,79.0,76.0,80.0,Inter,Brazil
24.0,M. Di Gregorio,GK,79,,,,,,,Monza,Italy
24.0,M. Guendouzi,"CM, CF",79,74.0,69.0,78.0,78.0,74.0,81.0,Lazio,France
24.0,Douglas Luiz,"CDM, CM",79,66.0,72.0,82.0,78.0,74.0,72.0,Aston Villa,Brazil
24.0,Cucurella,"LB, CB, LWB",79,75.0,68.0,77.0,79.0,75.0,74.0,Chelsea,Spain
24.0,R. Baku,"RB, RW",79,81.0,73.0,74.0,81.0,72.0,77.0,VfL Wolfsburg,Germany
24.0,L. Majer,CM,79,66.0,73.0,81.0,83.0,60.0,67.0,VfL Wolfsburg,Croatia
24.0,A. Bah,RB,79,91.0,65.0,72.0,75.0,74.0,81.0,Benfica,Denmark
24.0,K. Phillips,"CDM, CM",79,66.0,65.0,76.0,75.0,77.0,76.0,Manchester City,England
24.0,S. Bergwijn,"LW, RW",79,83.0,77.0,74.0,81.0,42.0,71.0,Ajax,Netherlands
24.0,E. Konsa,CB,79,77.0,39.0,62.0,71.0,80.0,76.0,Aston Villa,England
24.0,C. Pulisic,"LW, RW, LM",79,84.0,71.0,73.0,84.0,37.0,55.0,Milan,United States
